Doctor Name,Doctor Specialization,Hospital,Hospital Location,Contact Info,Doctor Experience (Years),Rating,Patient Count
Dr. Naresh Sarma,General Physician,Tirupati Trust Hospital,Tirupati,918144063281,14,4.3,1737
Dr. Mahesh Prakash,General Physician,Vijayawada General Hospital,Vijayawada,918739872850,35,4.6,1796
Dr. Madhavi Kumar,General Physician,Guntur Institute of Medical Sciences,Guntur,918691907159,4,4.0,796
Dr. Prasad Rao,General Physician,Kurnool Care Hospital,Kurnool,916646275116,20,4.7,890
Dr. Ramesh Acharya,General Physician,Vijayawada Institute of Medical Sciences,Vijayawada,916874275114,27,3.5,637
Dr. Mahesh Acharya,General Physician,Hyderabad Care Hospital,Hyderabad,918582272957,16,3.8,282
Dr. Kiran Reddy,General Physician,Kurnool Institute of Medical Sciences,Kurnool,917054786446,20,3.9,1196
Dr. Padma Acharya,General Physician,Guntur City Hospital,Guntur,919889761307,3,3.4,608
Dr. Srinivas Varma,General Physician,Visakhapatnam General Hospital,Visakhapatnam,919391606121,18,4.3,410
Dr. Anusha Babu,General Physician,Vizianagaram Care Hospital,Vizianagaram,916085507405,4,4.7,221
Dr. Bhavani Varma,General Physician,Tirupati City Hospital,Tirupati,919724474441,5,4.8,883
Dr. Tejaswi Acharya,General Physician,Kakinada General Hospital,Kakinada,919804135649,6,3.8,1769
Dr. Ravi Naidu,General Physician,Kurnool City Hospital,Kurnool,918452311986,33,4.9,1118
Dr. Swathi Varma,General Physician,Hyderabad Institute of Medical Sciences,Hyderabad,918132241237,6,3.5,300
Dr. Rajesh Krishna,General Physician,Vijayawada Trust Hospital,Vijayawada,918509661989,25,4.6,1573
Dr. Padma Rao,General Physician,Hyderabad Global Hospital,Hyderabad,916619668903,7,3.4,612
Dr. Padma Varma,General Physician,Vizianagaram Memorial Hospital,Vizianagaram,919706126985,4,4.0,817
Dr. Rajesh Murthy,General Physician,Secunderabad Apollo Hospital,Secunderabad,917820126903,31,4.4,618
Dr. Harish Yadav,General Physician,Hyderabad Medical Center,Hyderabad,919073784537,24,4.6,93
Dr. Venkatesh Krishna,General Physician,Anantapur Global Hospital,Anantapur,919175912332,4,4.4,1665
Dr. Mahesh Murthy,General Physician,Hyderabad Global Hospital,Hyderabad,917652231901,20,4.3,1484
Dr. Tejaswi Naidu,General Physician,Kurnool Super Speciality Hospital,Kurnool,918297423915,16,4.7,845
Dr. Lakshmi Prakash,General Physician,Hyderabad Institute of Medical Sciences,Hyderabad,919942465147,17,3.6,1967
Dr. Anil Rao,General Physician,Hyderabad City Hospital,Hyderabad,919691166761,11,4.8,1343
Dr. Soujanya Raju,General Physician,Vijayawada Global Hospital,Vijayawada,919390092441,3,3.5,214
Dr. Anusha Kumar,General Physician,Vijayawada Apollo Hospital,Vijayawada,917773655347,22,4.4,1845
Dr. Naresh Kumar,General Physician,Anantapur Memorial Hospital,Anantapur,917120857921,33,3.1,911
Dr. Deepika Kumar,General Physician,Hyderabad Memorial Hospital,Hyderabad,917403459353,30,4.4,1610
Dr. Soujanya Acharya,General Physician,Hyderabad Global Hospital,Hyderabad,916789155661,29,4.6,328
Dr. Lakshmi Rao,General Physician,Hyderabad Care Hospital,Hyderabad,918698511953,20,3.6,218
Dr. Naresh Rao,General Physician,Secunderabad Apollo Hospital,Secunderabad,918217774604,9,4.7,1454
Dr. Rajesh Yadav,General Physician,Kurnool Memorial Hospital,Kurnool,918054564070,9,3.5,1457
Dr. Rajesh Babu,General Physician,Hyderabad Care Hospital,Hyderabad,917210310334,13,3.2,802
Dr. Lakshmi Prakash,General Physician,Hyderabad Care Hospital,Hyderabad,917620577172,15,3.0,97
Dr. Soujanya Sarma,General Physician,Tirupati Global Hospital,Tirupati,918691344010,15,4.8,997
Dr. Mahesh Kumar,General Physician,Hyderabad Global Hospital,Hyderabad,919658585732,11,3.1,1315
Dr. Bhavani Varma,General Physician,Visakhapatnam Care Hospital,Visakhapatnam,916641029050,6,4.9,398
Dr. Suresh Reddy,General Physician,Visakhapatnam Trust Hospital,Visakhapatnam,919086292314,34,3.9,1934
Dr. Tejaswi Yadav,General Physician,Vijayawada Trust Hospital,Vijayawada,916509006662,15,4.4,440
Dr. Anil Kumar,General Physician,Rajahmundry General Hospital,Rajahmundry,918122436090,25,3.3,1803
Dr. Bhavani Rao,General Physician,Hyderabad Trust Hospital,Hyderabad,919539434845,19,4.5,437
Dr. Naresh Raju,General Physician,Vizianagaram Medical Center,Vizianagaram,919403604972,10,3.1,586
Dr. Bhavani Yadav,General Physician,Hyderabad General Hospital,Hyderabad,919896945119,16,3.7,1451
Dr. Ramesh Reddy,General Physician,Ongole Memorial Hospital,Ongole,918013831172,9,4.7,1469
Dr. Tejaswi Rao,General Physician,Tirupati General Hospital,Tirupati,919063754568,25,4.4,1557
Dr. Mahesh Naidu,General Physician,Hyderabad Memorial Hospital,Hyderabad,916409221994,4,3.1,1956
Dr. Anusha Prakash,General Physician,Hyderabad Apollo Hospital,Hyderabad,917521714121,3,3.0,1083
Dr. Lakshmi Varma,General Physician,Ongole Medical Center,Ongole,917695209898,24,3.3,1877
Dr. Venkatesh Sarma,General Physician,Hyderabad Institute of Medical Sciences,Hyderabad,916770397831,17,3.3,1059
Dr. Sridevi Chowdary,General Physician,Vijayawada Trust Hospital,Vijayawada,916385035155,21,4.4,936
Dr. Mahesh Naidu,General Physician,Hyderabad City Hospital,Hyderabad,917345482726,3,5.0,1072
Dr. Harish Prakash,General Physician,Kakinada City Hospital,Kakinada,917847205403,19,4.8,589
Dr. Mahesh Murthy,General Physician,Hyderabad Care Hospital,Hyderabad,917344369085,28,4.8,696
Dr. Prasad Murthy,General Physician,Vizianagaram Super Speciality Hospital,Vizianagaram,919663751667,29,3.1,354
Dr. Ravi Chowdary,General Physician,Hyderabad Care Hospital,Hyderabad,916154027191,31,3.5,1495
Dr. Padma Naidu,General Physician,Vijayawada Trust Hospital,Vijayawada,919844748262,32,3.1,780
Dr. Anusha Yadav,General Physician,Tirupati General Hospital,Tirupati,918117369705,8,4.7,1825
Dr. Suresh Goud,General Physician,Hyderabad Memorial Hospital,Hyderabad,916401913949,14,4.7,419
Dr. Swathi Krishna,General Physician,Hyderabad Institute of Medical Sciences,Hyderabad,917171630795,14,4.2,58
Dr. Madhavi Chowdary,General Physician,Hyderabad Care Hospital,Hyderabad,917788505931,5,3.5,1070
Dr. Rajesh Reddy,General Physician,Vizianagaram Super Speciality Hospital,Vizianagaram,917220978669,8,3.8,1259
Dr. Rajesh Chowdary,General Physician,Secunderabad Institute of Medical Sciences,Secunderabad,916124015059,6,3.9,1499
Dr. Sridevi Acharya,General Physician,Kurnool City Hospital,Kurnool,917156713879,1,3.7,139
Dr. Sridevi Goud,General Physician,Kurnool Super Speciality Hospital,Kurnool,919141962771,9,3.4,149
Dr. Rajesh Babu,General Physician,Ongole Global Hospital,Ongole,916238521095,5,4.1,1283
Dr. Ramesh Raju,General Physician,Guntur Institute of Medical Sciences,Guntur,917095920639,12,3.5,1628
Dr. Ramesh Reddy,General Physician,Anantapur City Hospital,Anantapur,919660797484,14,3.3,1646
Dr. Anil Acharya,General Physician,Guntur Super Speciality Hospital,Guntur,919232214428,10,3.2,1055
Dr. Anil Prakash,General Physician,Kurnool Medical Center,Kurnool,918941889126,9,3.7,246
Dr. Swathi Rao,General Physician,Kakinada City Hospital,Kakinada,918102914921,29,4.8,1025
Dr. Madhavi Sarma,General Physician,Rajahmundry Apollo Hospital,Rajahmundry,917817074316,6,4.5,1710
Dr. Bhavani Chowdary,General Physician,Kakinada Apollo Hospital,Kakinada,917864470731,28,3.2,1101
Dr. Sridevi Acharya,General Physician,Visakhapatnam Trust Hospital,Visakhapatnam,916963061418,10,4.9,1129
Dr. Ramesh Varma,General Physician,Tirupati Care Hospital,Tirupati,918010986027,28,3.2,1691
Dr. Anil Chowdary,General Physician,Visakhapatnam Trust Hospital,Visakhapatnam,916548852796,20,4.7,1121
Dr. Anil Sarma,General Physician,Visakhapatnam Trust Hospital,Visakhapatnam,916204991360,5,4.8,1101
Dr. Swathi Raju,General Physician,Secunderabad Institute of Medical Sciences,Secunderabad,917773904836,7,3.9,1525
Dr. Mahesh Goud,General Physician,Kurnool Care Hospital,Kurnool,917094616253,6,4.5,83
Dr. Tejaswi Yadav,General Physician,Secunderabad General Hospital,Secunderabad,916771170784,12,4.7,142
Dr. Padma Prakash,General Physician,Secunderabad Memorial Hospital,Secunderabad,919025282872,20,3.6,1532
Dr. Tejaswi Yadav,General Physician,Kakinada Trust Hospital,Kakinada,918679245233,17,3.7,1930
Dr. Kiran Chowdary,General Physician,Hyderabad Super Speciality Hospital,Hyderabad,916335954600,17,4.7,267
Dr. Deepika Reddy,General Physician,Ongole Super Speciality Hospital,Ongole,916025112991,26,3.2,401
Dr. Sridevi Kumar,General Physician,Vijayawada Global Hospital,Vijayawada,917739855136,32,3.6,1715
Dr. Harish Kumar,General Physician,Hyderabad City Hospital,Hyderabad,918893962438,26,4.6,229
Dr. Prasad Reddy,General Physician,Hyderabad General Hospital,Hyderabad,916819488717,8,4.6,1475
Dr. Srinivas Rao,General Physician,Hyderabad Institute of Medical Sciences,Hyderabad,918066382608,10,4.3,942
Dr. Kiran Naidu,General Physician,Hyderabad Global Hospital,Hyderabad,917292432406,30,3.3,914
Dr. Suresh Chowdary,General Physician,Hyderabad Memorial Hospital,Hyderabad,919875844373,10,4.5,961
Dr. Anusha Reddy,General Physician,Vijayawada Super Speciality Hospital,Vijayawada,919692797617,29,4.2,462
Dr. Madhavi Krishna,General Physician,Rajahmundry Care Hospital,Rajahmundry,919581309239,26,3.1,66
Dr. Soujanya Krishna,General Physician,Secunderabad Memorial Hospital,Secunderabad,919062710327,28,5.0,1787
Dr. Madhavi Sarma,General Physician,Tirupati Institute of Medical Sciences,Tirupati,919139958460,19,3.1,868
Dr. Swathi Sarma,General Physician,Vijayawada Apollo Hospital,Vijayawada,919112194214,32,3.5,174
Dr. Srinivas Raju,General Physician,Hyderabad Global Hospital,Hyderabad,918475633552,21,4.1,598
Dr. Anusha Naidu,General Physician,Guntur Care Hospital,Guntur,918125101713,23,3.9,943
Dr. Naresh Varma,General Physician,Vizianagaram Trust Hospital,Vizianagaram,919119044481,13,3.9,947
Dr. Swathi Rao,General Physician,Visakhapatnam General Hospital,Visakhapatnam,918523974937,22,4.8,1797
Dr. Prasad Prakash,General Physician,Anantapur Memorial Hospital,Anantapur,917260117819,25,4.9,1756
Dr. Anusha Babu,General Physician,Vijayawada Medical Center,Vijayawada,919627234243,11,4.2,628
Dr. Tejaswi Yadav,General Physician,Secunderabad Global Hospital,Secunderabad,916554465497,12,3.4,1290
Dr. Suresh Babu,General Physician,Vijayawada City Hospital,Vijayawada,917786639225,32,3.6,478
Dr. Venkatesh Reddy,General Physician,Anantapur City Hospital,Anantapur,917540977351,17,3.7,374
Dr. Swathi Reddy,General Physician,Hyderabad Medical Center,Hyderabad,919465246370,5,3.7,283
Dr. Ravi Naidu,General Physician,Hyderabad Apollo Hospital,Hyderabad,918413691946,15,4.0,746
Dr. Venkatesh Babu,General Physician,Vijayawada Medical Center,Vijayawada,919769751394,18,4.8,1797
Dr. Bhavani Acharya,General Physician,Tirupati Super Speciality Hospital,Tirupati,916447286566,4,4.9,946
Dr. Suresh Naidu,General Physician,Vizianagaram Institute of Medical Sciences,Vizianagaram,919357171471,7,4.6,135
Dr. Suresh Chowdary,General Physician,Hyderabad Care Hospital,Hyderabad,918705512079,8,4.7,1915
Dr. Naresh Kumar,General Physician,Visakhapatnam Global Hospital,Visakhapatnam,917254658686,29,4.5,1070
Dr. Prasad Acharya,General Physician,Kakinada Memorial Hospital,Kakinada,917562238135,22,4.6,301
Dr. Sridevi Raju,General Physician,Hyderabad Global Hospital,Hyderabad,919303771741,1,3.5,1707
Dr. Rajesh Varma,General Physician,Vijayawada Memorial Hospital,Vijayawada,918169056122,11,3.2,812
Dr. Harish Acharya,General Physician,Guntur Institute of Medical Sciences,Guntur,918856132881,16,3.3,1593
Dr. Padma Babu,General Physician,Kurnool Care Hospital,Kurnool,916980034265,9,4.6,896
Dr. Sridevi Krishna,General Physician,Guntur Global Hospital,Guntur,918216870095,24,4.9,956
Dr. Srinivas Kumar,General Physician,Visakhapatnam Memorial Hospital,Visakhapatnam,919462803915,34,4.9,223
Dr. Rajesh Raju,General Physician,Visakhapatnam Care Hospital,Visakhapatnam,919317315247,11,3.9,855
Dr. Tejaswi Prakash,General Physician,Hyderabad City Hospital,Hyderabad,918755074460,10,4.8,168
Dr. Anil Raju,General Physician,Kakinada Care Hospital,Kakinada,917726588942,20,4.4,692
Dr. Srinivas Krishna,General Physician,Tirupati Super Speciality Hospital,Tirupati,917201649139,34,4.2,350
Dr. Sridevi Acharya,General Physician,Guntur Super Speciality Hospital,Guntur,916881041979,35,4.2,1316
Dr. Sirisha Goud,General Physician,Tirupati Care Hospital,Tirupati,919812534646,26,4.6,1854
Dr. Ramesh Reddy,General Physician,Kurnool Medical Center,Kurnool,918308259281,22,3.8,1522
Dr. Swathi Murthy,General Physician,Kakinada Medical Center,Kakinada,917219460880,14,3.2,1180
Dr. Swathi Goud,General Physician,Rajahmundry General Hospital,Rajahmundry,919251489188,11,3.0,1873
Dr. Madhavi Varma,General Physician,Hyderabad Medical Center,Hyderabad,917036546460,20,4.5,1084
Dr. Venkatesh Krishna,General Physician,Tirupati Memorial Hospital,Tirupati,917601932032,17,4.3,775
Dr. Venkatesh Babu,General Physician,Visakhapatnam Super Speciality Hospital,Visakhapatnam,918795862282,8,3.9,1222
Dr. Sridevi Goud,General Physician,Hyderabad General Hospital,Hyderabad,917014030282,35,4.7,528
Dr. Anil Varma,General Physician,Vijayawada Medical Center,Vijayawada,918864409772,9,4.4,1114
Dr. Suresh Goud,General Physician,Ongole Global Hospital,Ongole,918218143687,13,4.6,789
Dr. Suresh Chowdary,General Physician,Ongole Super Speciality Hospital,Ongole,919056472330,28,4.7,217
Dr. Venkatesh Raju,General Physician,Visakhapatnam Global Hospital,Visakhapatnam,919816118375,9,4.0,963
Dr. Harish Acharya,General Physician,Secunderabad Memorial Hospital,Secunderabad,918260250607,26,4.2,1112
Dr. Mahesh Sarma,General Physician,Guntur Memorial Hospital,Guntur,918142446952,28,5.0,1461
Dr. Padma Krishna,General Physician,Vijayawada Care Hospital,Vijayawada,916699404386,10,4.0,1042
Dr. Prasad Kumar,General Physician,Visakhapatnam Trust Hospital,Visakhapatnam,918204114869,34,3.2,485
Dr. Anusha Reddy,General Physician,Tirupati Trust Hospital,Tirupati,919206177239,11,4.9,806
Dr. Bhavani Krishna,General Physician,Secunderabad Apollo Hospital,Secunderabad,917755008946,8,3.2,1220
Dr. Venkatesh Murthy,General Physician,Rajahmundry Apollo Hospital,Rajahmundry,916658437876,8,3.7,816
Dr. Anil Yadav,General Physician,Rajahmundry Medical Center,Rajahmundry,916120163655,10,3.3,1257
Dr. Venkatesh Prakash,General Physician,Guntur General Hospital,Guntur,919840787093,20,4.8,491
Dr. Anusha Reddy,General Physician,Hyderabad Apollo Hospital,Hyderabad,916525394346,23,3.1,141
Dr. Anusha Sarma,General Physician,Guntur Global Hospital,Guntur,917330159429,29,4.8,1650
Dr. Anusha Krishna,General Physician,Guntur Super Speciality Hospital,Guntur,919092520298,9,4.5,1083
Dr. Sridevi Acharya,General Physician,Vijayawada Trust Hospital,Vijayawada,917928761313,10,4.7,716
Dr. Bhavani Acharya,General Physician,Ongole General Hospital,Ongole,918678296395,27,3.8,1893
Dr. Rajesh Murthy,General Physician,Guntur Memorial Hospital,Guntur,916196794154,29,4.5,1372
Dr. Naresh Kumar,General Physician,Ongole Care Hospital,Ongole,916106532739,20,4.1,303
Dr. Ramesh Rao,General Physician,Hyderabad Super Speciality Hospital,Hyderabad,918657313676,35,4.2,158
Dr. Swathi Rao,General Physician,Ongole Super Speciality Hospital,Ongole,919223624529,31,4.0,88
Dr. Tejaswi Prakash,General Physician,Secunderabad Institute of Medical Sciences,Secunderabad,918284318901,12,4.9,613
Dr. Ravi Krishna,General Physician,Tirupati Care Hospital,Tirupati,919030604949,29,3.2,1142
Dr. Rajesh Raju,General Physician,Tirupati City Hospital,Tirupati,918529276291,3,4.0,1962
Dr. Rajesh Raju,General Physician,Hyderabad Institute of Medical Sciences,Hyderabad,916775275976,27,3.0,1131
Dr. Lakshmi Varma,General Physician,Vijayawada Medical Center,Vijayawada,916390949767,8,5.0,1159
Dr. Anil Chowdary,General Physician,Hyderabad Memorial Hospital,Hyderabad,916784557073,17,4.5,365
Dr. Padma Acharya,General Physician,Rajahmundry Super Speciality Hospital,Rajahmundry,916726670039,4,4.2,716
Dr. Srinivas Kumar,General Physician,Hyderabad Global Hospital,Hyderabad,916251263235,20,3.8,705
Dr. Padma Prakash,General Physician,Ongole City Hospital,Ongole,917392504821,17,3.8,1745
Dr. Venkatesh Rao,General Physician,Secunderabad Institute of Medical Sciences,Secunderabad,917029172775,16,4.0,1590
Dr. Lakshmi Naidu,General Physician,Tirupati General Hospital,Tirupati,917156581143,4,3.6,1182
Dr. Ramesh Yadav,General Physician,Guntur Global Hospital,Guntur,916124152223,27,4.3,1921
Dr. Mahesh Murthy,General Physician,Tirupati Institute of Medical Sciences,Tirupati,918517592572,7,3.5,1186
Dr. Anil Sarma,General Physician,Hyderabad City Hospital,Hyderabad,917746960421,29,3.2,1352
Dr. Kiran Babu,General Physician,Hyderabad Care Hospital,Hyderabad,916611461750,24,4.1,394
Dr. Deepika Raju,General Physician,Hyderabad Global Hospital,Hyderabad,919914831482,29,3.1,1714
Dr. Bhavani Varma,General Physician,Vijayawada Care Hospital,Vijayawada,918804866399,11,3.0,1961
Dr. Mahesh Sarma,General Physician,Kurnool Global Hospital,Kurnool,917077559866,25,5.0,1775
Dr. Madhavi Krishna,General Physician,Hyderabad Apollo Hospital,Hyderabad,918191843886,19,3.1,1563
Dr. Madhavi Naidu,General Physician,Hyderabad Medical Center,Hyderabad,917291231895,6,3.8,301
Dr. Deepika Varma,General Physician,Hyderabad Medical Center,Hyderabad,919772180841,28,3.4,1083
Dr. Tejaswi Goud,General Physician,Vijayawada Apollo Hospital,Vijayawada,918728033887,17,5.0,1499
Dr. Mahesh Rao,General Physician,Vijayawada Medical Center,Vijayawada,918844458160,21,3.7,991
Dr. Rajesh Reddy,General Physician,Hyderabad Institute of Medical Sciences,Hyderabad,919925678450,9,4.3,54
Dr. Anusha Reddy,General Physician,Hyderabad Care Hospital,Hyderabad,919871676777,1,4.3,896
Dr. Sirisha Kumar,General Physician,Kurnool Global Hospital,Kurnool,918100138984,26,4.1,1662
Dr. Deepika Reddy,General Physician,Secunderabad Institute of Medical Sciences,Secunderabad,919833568382,29,4.3,772
Dr. Bhavani Goud,General Physician,Guntur Memorial Hospital,Guntur,917661083050,12,4.7,1712
Dr. Suresh Yadav,General Physician,Anantapur General Hospital,Anantapur,917591202214,13,3.9,503
Dr. Mahesh Acharya,General Physician,Hyderabad Medical Center,Hyderabad,919957377217,23,3.4,1721
Dr. Soujanya Varma,General Physician,Hyderabad Memorial Hospital,Hyderabad,919472113816,15,3.5,1061
Dr. Venkatesh Varma,General Physician,Vizianagaram Institute of Medical Sciences,Vizianagaram,918116722547,14,3.0,1731
Dr. Suresh Krishna,General Physician,Kakinada Apollo Hospital,Kakinada,917191198671,33,4.0,1180
Dr. Tejaswi Kumar,General Physician,Hyderabad Global Hospital,Hyderabad,918429693268,12,3.1,312
Dr. Prasad Varma,General Physician,Anantapur Institute of Medical Sciences,Anantapur,918447715974,15,4.8,1542
Dr. Kiran Krishna,General Physician,Rajahmundry General Hospital,Rajahmundry,918911896416,2,5.0,1469
Dr. Bhavani Varma,General Physician,Hyderabad City Hospital,Hyderabad,918923499861,30,3.0,924
Dr. Rajesh Raju,General Physician,Hyderabad Trust Hospital,Hyderabad,919626419350,27,3.5,1442
Dr. Sridevi Yadav,General Physician,Tirupati City Hospital,Tirupati,917552509738,34,4.5,1860
Dr. Venkatesh Varma,General Physician,Hyderabad Care Hospital,Hyderabad,919944461439,27,4.1,697
Dr. Lakshmi Rao,General Physician,Hyderabad Trust Hospital,Hyderabad,917437550554,6,4.8,1704
Dr. Ravi Kumar,General Physician,Visakhapatnam City Hospital,Visakhapatnam,917820294127,5,4.8,453
Dr. Rajesh Varma,General Physician,Kakinada Apollo Hospital,Kakinada,916269913445,7,3.1,934
Dr. Madhavi Babu,General Physician,Anantapur Institute of Medical Sciences,Anantapur,918689925587,22,4.7,556
Dr. Anusha Rao,General Physician,Ongole Institute of Medical Sciences,Ongole,917463733306,4,4.6,1114
Dr. Ramesh Babu,General Physician,Kakinada Medical Center,Kakinada,918576828779,29,4.5,1330
Dr. Madhavi Naidu,General Physician,Visakhapatnam Institute of Medical Sciences,Visakhapatnam,916367368719,4,4.8,822
Dr. Sirisha Naidu,General Physician,Vijayawada Medical Center,Vijayawada,919361440027,9,3.1,1693
Dr. Venkatesh Varma,General Physician,Kurnool Trust Hospital,Kurnool,918623102467,28,3.1,1437
Dr. Deepika Reddy,General Physician,Ongole Apollo Hospital,Ongole,917266657868,25,3.8,1314
Dr. Ravi Krishna,General Physician,Anantapur City Hospital,Anantapur,918575158682,1,3.9,1000
Dr. Bhavani Sarma,General Physician,Guntur Care Hospital,Guntur,916434985381,22,4.3,1433
Dr. Sridevi Murthy,General Physician,Hyderabad General Hospital,Hyderabad,917409581085,13,3.2,75
Dr. Sirisha Naidu,General Physician,Visakhapatnam Apollo Hospital,Visakhapatnam,918546428118,13,4.8,308
Dr. Mahesh Goud,General Physician,Vizianagaram Apollo Hospital,Vizianagaram,917808211327,31,4.4,960
Dr. Ravi Chowdary,General Physician,Hyderabad Super Speciality Hospital,Hyderabad,919423198820,3,3.1,688
Dr. Padma Murthy,General Physician,Ongole Medical Center,Ongole,918799051568,23,3.6,1862
Dr. Prasad Chowdary,General Physician,Tirupati Apollo Hospital,Tirupati,918016589212,20,4.2,646
Dr. Srinivas Murthy,General Physician,Kurnool General Hospital,Kurnool,918518740244,10,3.1,1088
